#x,y,arrival_port_calc,speed,remains_millis,count
6,35,CARTAGENA,13,119356364,11
6,35,CARTAGENA,12,118200000,2
6,35,CARTAGENA,11,77223750,16
6,35,BARCELONA,14,136680000,1
6,35,BARCELONA,12,161368235,17
6,35,ALEXANDRIA,10,669242857,21
5,35,VALENCIA,14,165672000,5
5,35,VALENCIA,13,165180000,11
5,35,PALMA DE MALLORCA,16,116730000,4
5,35,PALMA DE MALLORCA,15,115986667,9
5,35,LIVORNO,10,404760000,1
5,35,LIVORNO,9,404100000,1
5,35,LIVORNO,8,401700000,2
5,35,LIVORNO,7,401460000,1
5,35,ISKENDERUN,14,576060000,1
5,35,ISKENDERUN,13,724953333,9
5,35,ISKENDERUN,12,725020000,6
5,35,GIBRALTAR,4,6220000,3
5,35,GIBRALTAR,3,8640000,7
5,35,GIBRALTAR,2,9600000,21
5,35,FOS SUR MER,13,252288000,15
5,35,CEUTA,12,3264706,17
5,35,CEUTA,11,2532000,5
5,35,CEUTA,10,2431111,27
5,35,CEUTA,9,4140000,1
5,35,CARTAGENA,16,57780000,1
5,35,CARTAGENA,15,57051429,7
5,35,CARTAGENA,14,56088000,5
5,35,CARTAGENA,13,120720000,6
5,35,CARTAGENA,12,122006667,9
5,35,BARCELONA,16,138180000,3
5,35,BARCELONA,15,138015000,8
5,35,BARCELONA,14,137010000,4
5,35,ALEXANDRIA,10,671365714,7
5,35,ALEXANDRIA,9,672863077,13
4,35,VALENCIA,13,167262000,10
4,35,VALENCIA,12,168300000,6
4,35,VALENCIA,11,168780000,2
4,35,VALENCIA,10,169620000,1
4,35,PIRAEUS,13,438600000,1
4,35,PIRAEUS,11,439670000,6
4,35,PIRAEUS,10,440000000,3
4,35,PIRAEUS,9,440610000,4
4,35,PIRAEUS,8,441000000,1
4,35,PALMA DE MALLORCA,16,117300000,1
4,35,PALMA DE MALLORCA,15,117780000,4
4,35,PALMA DE MALLORCA,14,117300000,2
4,35,LIVORNO,10,406608750,16
4,35,LIVORNO,9,407220000,1
4,35,ISKENDERUN,14,578025000,8
4,35,ISKENDERUN,13,711120000,9
4,35,ISKENDERUN,12,690217500,8
4,35,ISKENDERUN,11,728580000,2
4,35,ISKENDERUN,10,728760000,1
4,35,ISKENDERUN,9,728880000,1
4,35,GIBRALTAR,13,2520000,1
4,35,GIBRALTAR,11,1822500,8
4,35,GIBRALTAR,10,2350909,11
4,35,GIBRALTAR,9,3017143,7
4,35,GIBRALTAR,8,1730000,6
4,35,GIBRALTAR,6,4300000,3
4,35,GIBRALTAR,5,5250000,2
4,35,GIBRALTAR,4,5610000,2
4,35,GEMLIK,11,869832000,5
4,35,GEMLIK,10,870600000,3
4,35,GEMLIK,9,871020000,2
4,35,GEMLIK,7,871380000,4
4,35,GEMLIK,6,871740000,2
4,35,GEMLIK,5,871920000,1
4,35,FOS SUR MER,13,253620000,3
4,35,FOS SUR MER,12,254445000,8
4,35,FOS SUR MER,11,255390000,4
4,35,FOS SUR MER,10,256000000,3
4,35,FOS SUR MER,9,256380000,3
4,35,FOS SUR MER,7,256620000,1
4,35,FOS SUR MER,6,256740000,1
4,35,CEUTA,11,432000,10
4,35,CEUTA,10,706667,18
4,35,CEUTA,9,1237500,8
4,35,CEUTA,8,640000,6
4,35,CEUTA,7,1220000,3
4,35,CARTAGENA,16,58756364,11
4,35,CARTAGENA,13,124582500,8
4,35,CARTAGENA,12,123750000,6
4,35,CARTAGENA,11,87586154,13
4,35,CARTAGENA,10,96420000,3
4,35,CARTAGENA,8,82080000,1
4,35,BARCELONA,15,139968750,16
4,35,BARCELONA,13,165660000,1
4,35,BARCELONA,12,166590000,12
4,35,BARCELONA,11,167700000,1
4,35,ALEXANDRIA,10,675280000,3
4,35,ALEXANDRIA,9,674446667,9
3,35,VALENCIA,11,169350000,2
3,35,VALENCIA,10,169020000,2
3,35,PIRAEUS,9,440760000,1
3,35,LIVORNO,10,408180000,3
3,35,GIBRALTAR,14,14070000,2
3,35,GIBRALTAR,11,8520000,7
3,35,GIBRALTAR,10,3438947,19
3,35,GIBRALTAR,9,3556667,18
3,35,GIBRALTAR,8,84535714,14
3,35,GIBRALTAR,7,49366667,9
3,35,GIBRALTAR,6,9540000,2
3,35,GIBRALTAR,5,380640000,1
3,35,GIBRALTAR,3,289050000,4
3,35,GIBRALTAR,2,197820000,2
3,35,GIBRALTAR,1,199011429,21
3,35,GIBRALTAR,0,200940000,280
3,35,CEUTA,13,468000,5
3,35,CEUTA,12,360000,1
3,35,CARTAGENA,16,59820000,1
3,35,CARTAGENA,15,60090000,2
3,35,BARCELONA,15,141000000,1
239,34,ISKENDERUN,14,18570000,2
239,34,ISKENDERUN,4,17160000,1
239,34,ISKENDERUN,3,16800000,2
239,34,DAMIETTA,13,96827579,19
236,34,ISKENDERUN,13,23290000,6
235,34,ISKENDERUN,13,25015714,14
234,34,ISKENDERUN,13,27475385,13
233,34,ISKENDERUN,18,20802857,7
233,34,ISKENDERUN,13,29466000,10
232,34,ISKENDERUN,18,22407273,11
232,34,ISKENDERUN,11,38093333,9
232,34,ISKENDERUN,10,37380000,1
231,34,ISKENDERUN,18,24141818,11
231,34,ISKENDERUN,12,34362353,17
231,34,ISKENDERUN,11,40125000,16
230,34,ISKENDERUN,18,25905000,8
230,34,ISKENDERUN,12,36820000,18
230,34,ISKENDERUN,11,43086000,20
229,34,ISKENDERUN,19,27660000,1
229,34,ISKENDERUN,18,27420000,8
229,34,ISKENDERUN,12,39338824,17
229,34,ISKENDERUN,11,44952000,5
229,34,ISKENDERUN,10,46427143,14
228,34,ISKENDERUN,12,41990526,19
228,34,ISKENDERUN,10,49088571,21
228,34,GEMLIK,12,255280000,9
227,34,ISKENDERUN,13,43740000,1
227,34,ISKENDERUN,12,44450000,18
227,34,ISKENDERUN,10,51937895,19
227,34,GEMLIK,14,193872000,5
227,34,GEMLIK,12,253353750,16
227,34,GEMLIK,11,254580000,1
226,34,ISKENDERUN,12,48097241,29
226,34,ISKENDERUN,11,49957500,8
226,34,ISKENDERUN,10,54960000,25
226,34,GEMLIK,14,192456923,13
226,34,GEMLIK,12,250496667,18
225,34,ISKENDERUN,12,51341379,29
225,34,ISKENDERUN,10,57879130,23
225,34,ISKENDERUN,7,82150000,6
225,34,ISKENDERUN,6,81120000,1
225,34,GEMLIK,15,189570000,2
225,34,GEMLIK,14,190560000,9
225,34,GEMLIK,12,248103750,16
224,34,PIRAEUS,16,111372000,5
224,34,ISKENDERUN,12,53866875,32
224,34,ISKENDERUN,11,61444615,13
224,34,ISKENDERUN,10,60128571,7
224,34,ISKENDERUN,8,85440000,1
224,34,GEMLIK,14,188243077,13
224,34,GEMLIK,12,245541176,17
223,34,PIRAEUS,16,110040000,8
223,34,ISKENDERUN,12,55572857,28
223,34,ISKENDERUN,11,63720000,19
223,34,GEMLIK,14,186101250,16
223,34,GEMLIK,12,243100000,15
222,34,PIRAEUS,16,108530000,6
222,34,ISKENDERUN,13,57630000,4
222,34,ISKENDERUN,12,57548571,7
222,34,ISKENDERUN,11,66576000,15
222,34,GEMLIK,14,183870000,12
222,34,GEMLIK,12,240626667,9
221,34,PIRAEUS,16,106245000,12
221,34,ISKENDERUN,13,58640000,3
221,34,ISKENDERUN,12,59640000,1
221,34,ISKENDERUN,11,69291429,7
221,34,GIBRALTAR,14,450900000,3
221,34,GEMLIK,14,181697143,14
220,34,PIRAEUS,17,104328000,10
220,34,PIRAEUS,16,105210000,2
220,34,GIBRALTAR,14,450180000,1
220,34,GEMLIK,14,179585455,11
219,34,PIRAEUS,17,102600000,11
219,34,GEMLIK,14,178380000,1
218,34,PIRAEUS,17,100818462,13
217,34,PIRAEUS,17,99900000,1
217,34,PIRAEUS,16,98910000,12
216,34,PIRAEUS,16,97320000,9
215,34,PIRAEUS,16,95510000,6
215,34,GIBRALTAR,17,438030000,2
215,34,GIBRALTAR,16,438648000,5
214,34,PIRAEUS,17,92640000,1
214,34,PIRAEUS,16,93690000,2
214,34,GIBRALTAR,17,436560000,9
213,34,PIRAEUS,17,91620000,7
213,34,GIBRALTAR,17,435372000,5
213,34,GIBRALTAR,16,434880000,3
213,34,GIBRALTAR,15,434280000,7
212,34,PIRAEUS,17,90030000,8
212,34,GIBRALTAR,14,432780000,18
211,34,PIRAEUS,17,88065000,4
211,34,GIBRALTAR,14,430875000,12
211,34,GIBRALTAR,13,429690000,2
211,34,GIBRALTAR,10,646020000,1
211,34,GIBRALTAR,9,645900000,1
211,34,GEMLIK,13,159240000,1
210,34,GIBRALTAR,14,427380000,2
210,34,GIBRALTAR,13,428515714,14
210,34,GEMLIK,10,207642857,7
209,34,GIBRALTAR,14,426900000,6
209,34,GIBRALTAR,13,425700000,9
209,34,GEMLIK,10,206022857,7
208,34,PIRAEUS,17,82080000,1
208,34,GIBRALTAR,14,423548571,7
208,34,GIBRALTAR,13,424635000,4
208,34,GIBRALTAR,9,634820000,3
208,34,GEMLIK,13,151460000,3
207,34,PIRAEUS,17,81680000,3
207,34,ISKENDERUN,9,871260000,1
207,34,ISKENDERUN,8,870060000,2
207,34,GIBRALTAR,14,421507500,8
207,34,GIBRALTAR,13,421940000,3
207,34,GIBRALTAR,10,631920000,9
207,34,GIBRALTAR,9,633085714,7
207,34,GEMLIK,13,150413333,9
207,34,GEMLIK,11,200790000,2
206,34,GIBRALTAR,14,420420000,2
206,34,GIBRALTAR,13,419168000,15
206,34,GIBRALTAR,10,629490000,22
206,34,GIBRALTAR,9,629040000,1
206,34,GEMLIK,13,147618462,13
206,34,GEMLIK,10,196833750,16
205,34,GIBRALTAR,14,416545714,7
205,34,GIBRALTAR,13,417667500,8
205,34,GIBRALTAR,10,627900000,1
205,34,GIBRALTAR,9,626312308,13
205,34,GEMLIK,13,145266667,9
205,34,GEMLIK,10,193974545,11
204,34,GIBRALTAR,14,414960000,11
204,34,GIBRALTAR,9,622980000,1
204,34,GEMLIK,13,143628000,5
204,34,GEMLIK,11,190110000,2
204,34,GEMLIK,10,192240000,2
203,34,GIBRALTAR,14,413070000,10
203,34,GIBRALTAR,13,411900000,3
203,34,GIBRALTAR,10,618660000,1
203,34,GIBRALTAR,9,621240000,1
203,34,GEMLIK,13,140500000,12
203,34,GEMLIK,11,189420000,2
203,34,GEMLIK,10,188720000,6
202,34,GIBRALTAR,13,410391429,14
202,34,GIBRALTAR,11,616155000,4
202,34,GIBRALTAR,10,617840000,3
202,34,GEMLIK,13,138420000,13
201,34,GIBRALTAR,14,407370000,2
201,34,GIBRALTAR,13,408512308,13
201,34,GIBRALTAR,11,613647273,11
201,34,GEMLIK,13,135890000,12
201,34,GEMLIK,12,136620000,3
200,34,GIBRALTAR,14,406020000,13
200,34,GIBRALTAR,11,611348571,14
200,34,GIBRALTAR,10,610620000,6
200,34,GEMLIK,13,133524000,15
199,34,GIBRALTAR,14,403765000,12
199,34,GIBRALTAR,11,608374737,19
199,34,GEMLIK,13,131380000,18
198,34,ISKENDERUN,13,113880000,2
198,34,GIBRALTAR,14,402120000,8
198,34,GIBRALTAR,13,401040000,10
198,34,GIBRALTAR,11,605631429,21
198,34,GEMLIK,13,128953846,13
197,34,ISKENDERUN,13,115374000,10
197,34,HAIFA,10,138520000,9
197,34,GIBRALTAR,14,399060000,1
197,34,GIBRALTAR,13,399374118,17
197,34,GIBRALTAR,11,603035000,12
197,34,GEMLIK,13,126801429,14
196,34,ISKENDERUN,13,117803077,13
196,34,HAIFA,10,140772857,28
196,34,HAIFA,8,186962857,21
196,34,HAIFA,7,187980000,2
196,34,GIBRALTAR,14,397080000,2
196,34,GIBRALTAR,13,397055000,12
196,34,GIBRALTAR,11,601260000,3
196,34,GIBRALTAR,10,599722500,16
196,34,GEMLIK,13,124282500,16
195,34,PIRAEUS,16,57975000,4
195,34,PIRAEUS,15,58520000,3
195,34,ISKENDERUN,13,120211765,17
195,34,HAIFA,10,143100000,5
195,34,HAIFA,8,190377000,20
195,34,GIBRALTAR,14,395880000,1
195,34,GIBRALTAR,13,461522500,24
195,34,GIBRALTAR,12,596520000,1
195,34,GIBRALTAR,11,596970000,4
195,34,GIBRALTAR,10,597908571,7
195,34,GEMLIK,13,122040000,18
195,34,GEMLIK,11,164149091,22
194,34,PIRAEUS,16,56776364,11
194,34,ISKENDERUN,13,121770000,4
194,34,ISKENDERUN,8,202220000,3
194,34,ISKENDERUN,7,204561818,33
194,34,ISKENDERUN,6,206320000,3
194,34,GIBRALTAR,13,595260000,2
194,34,GEMLIK,11,161940000,12
193,34,ISKENDERUN,7,207660000,3
193,34,ISKENDERUN,6,208032000,5
185,34,PORT SAID,11,170190000,4
184,34,PORT SAID,11,172072500,24
184,34,PORT SAID,10,173940000,1
184,34,PIRAEUS,14,56040000,18
183,34,PORT SAID,11,174408000,5
183,34,PIRAEUS,14,54210000,12
157,34,AUGUSTA,10,111120000,1
156,34,AUGUSTA,10,109800000,15
155,34,AUGUSTA,10,107730000,2
141,34,VALENCIA,19,185727273,11
140,34,VALENCIA,19,184710000,2
140,34,VALENCIA,18,183840000,12
139,34,VALENCIA,18,182220000,15
138,34,VALENCIA,18,180480000,14
137,34,VALENCIA,18,179520000,2
131,34,PORT SAID,18,190200000,3
130,34,PORT SAID,18,191280000,15
129,34,PORT SAID,18,193020000,14
129,34,GIBRALTAR,14,294240000,1
128,34,PORT SAID,18,194725000,12
128,34,ALEXANDRIA,12,555600000,3
127,34,PORT SAID,18,195840000,3
126,34,ISKENDERUN,10,379410000,2
126,34,ALEXANDRIA,12,560060000,3
125,34,ISKENDERUN,11,381300000,1
125,34,ISKENDERUN,10,383580000,1
123,34,PORT SAID,11,312885000,4
122,34,PORT SAID,11,314565000,4
122,34,PORT SAID,10,314852000,15
122,34,MARSAXLOKK,14,8850000,2
122,34,MARSAXLOKK,13,9330000,6
122,34,MARSAXLOKK,12,8400000,1
122,34,MARSAXLOKK,11,7950000,4
121,34,PORT SAID,11,318133333,9
121,34,PORT SAID,10,317775000,12
121,34,MARSAXLOKK,12,5100000,4
121,34,MARSAXLOKK,11,6195000,12
121,34,MARSAXLOKK,10,7410000,2
121,34,HAIFA,21,199320000,1
120,34,VALLETTA,7,188388000,20
120,34,VALLETTA,6,186390000,16
120,34,VALLETTA,5,187260000,1
120,34,PORT SAID,11,319890000,2
120,34,PORT SAID,10,320668000,15
120,34,PORT SAID,9,321780000,1
120,34,MARSAXLOKK,16,3540000,12
120,34,MARSAXLOKK,14,2760000,1
120,34,MARSAXLOKK,12,3990000,8
120,34,MARSAXLOKK,11,3253846,13
120,34,MARSAXLOKK,10,2760000,1
120,34,MARSAXLOKK,9,2415000,4
120,34,MARSAXLOKK,8,2280000,3
120,34,MARSAXLOKK,3,2640000,1
120,34,MARSAXLOKK,2,5337857,28
120,34,MARSAXLOKK,1,5808000,5
120,34,HAIFA,21,199920000,9
120,34,HAIFA,20,200700000,4
119,34,VALLETTA,9,2310000,2
119,34,VALLETTA,8,1115000,12
119,34,VALLETTA,7,172970769,13
119,34,VALLETTA,6,43281600,25
119,34,VALLETTA,5,155806154,13
119,34,VALLETTA,4,204620000,18
119,34,VALLETTA,3,213444706,17
119,34,VALLETTA,2,296982000,20
119,34,VALLETTA,1,243088000,45
119,34,VALLETTA,0,217796636,321
119,34,VALENCIA,19,141960000,4
119,34,VALENCIA,18,142260000,1
119,34,VALENCIA,17,139240000,3
119,34,VALENCIA,16,140220000,2
119,34,VALENCIA,14,138240000,3
119,34,VALENCIA,13,142740000,2
119,34,VALENCIA,12,140610000,2
119,34,VALENCIA,11,143040000,1
119,34,VALENCIA,10,138600000,1
119,34,VALENCIA,8,140970000,2
119,34,TARRAGONA,6,163560000,1
119,34,MARSAXLOKK,14,1980000,1
119,34,MARSAXLOKK,12,1530000,2
119,34,MARSAXLOKK,11,3382500,32
119,34,MARSAXLOKK,10,1008000,5
119,34,MARSAXLOKK,9,1365000,16
119,34,MARSAXLOKK,8,2267143,14
119,34,MARSAXLOKK,7,1320000,5
119,34,MARSAXLOKK,6,1094286,21
119,34,MARSAXLOKK,5,762000,20
119,34,MARSAXLOKK,4,1020000,9
119,34,MARSAXLOKK,3,3720000,7
119,34,MARSAXLOKK,2,6353333,9
119,34,MARSAXLOKK,1,6680000,18
119,34,MARSAXLOKK,0,5490000,4
119,34,HAIFA,20,201000000,1
119,34,HAIFA,19,201120000,1
119,34,HAIFA,18,201300000,2
119,34,HAIFA,17,201540000,2
119,34,HAIFA,15,201720000,1
119,34,HAIFA,13,201840000,1
119,34,GIBRALTAR,13,695940000,8
119,34,GIBRALTAR,12,696540000,2
119,34,GENOVA,17,147810000,2
119,34,GENOVA,16,148365000,4
119,34,GENOVA,15,148380000,1
119,34,GENOVA,14,148740000,1
119,34,GENOVA,12,148860000,1
119,34,GENOVA,6,1146900000,2
119,34,CAGLIARI,12,106500000,1
119,34,CAGLIARI,11,106950000,4
119,34,CAGLIARI,10,107400000,1
119,34,BARCELONA,12,225960000,10
119,34,BARCELONA,10,216060000,2
119,34,BARCELONA,9,216802500,8
119,34,BARCELONA,8,217440000,1
119,34,BARCELONA,7,217560000,1
119,34,BARCELONA,6,217680000,1
119,34,BARCELONA,4,241320000,3
119,34,BARCELONA,3,221057143,7
119,34,BARCELONA,2,227635385,13
119,34,BARCELONA,1,229082308,26
119,34,BARCELONA,0,231652941,17
118,34,VALENCIA,21,135660000,6
118,34,VALENCIA,20,136200000,3
118,34,VALENCIA,19,140340000,5
118,34,MARSAXLOKK,17,5400000,2
118,34,MARSAXLOKK,14,3885000,16
118,34,MARSAXLOKK,13,7960000,18
118,34,MARSAXLOKK,12,15454286,7
118,34,MARSAXLOKK,11,6020690,29
118,34,GENOVA,15,145440000,7
118,34,CAGLIARI,12,102060000,9
117,34,VALENCIA,21,134520000,6
117,34,VALENCIA,20,134415000,8
117,34,VALENCIA,19,138825000,12
117,34,MARSAXLOKK,18,7344000,5
117,34,MARSAXLOKK,17,6240000,12
117,34,MARSAXLOKK,16,6810000,10
117,34,MARSAXLOKK,15,7140000,2
117,34,MARSAXLOKK,14,23250811,37
117,34,MARSAXLOKK,13,12628235,17
117,34,MARSAXLOKK,11,6750000,18
117,34,GENOVA,15,143994545,11
117,34,CAGLIARI,12,100020000,25
116,34,VALENCIA,19,137820000,1
116,34,MARSAXLOKK,18,8040000,6
116,34,MARSAXLOKK,16,8730000,10
116,34,MARSAXLOKK,14,38760000,3
116,34,MARSAXLOKK,11,8460000,2
116,34,CAGLIARI,12,98280000,4
113,34,GIBRALTAR,12,273360000,1
112,34,BARCELONA,12,179640000,6
30,34,GEMLIK,5,731220000,1
26,34,GEMLIK,4,752640000,1
25,34,GEMLIK,4,760320000,1
7,34,GEMLIK,9,860678182,11
6,34,GEMLIK,10,864152000,15
6,34,GEMLIK,9,862515000,4
5,34,GEMLIK,11,866260000,3
5,34,GEMLIK,10,866929091,11
4,34,PIRAEUS,6,441120000,1
4,34,ISKENDERUN,6,729000000,1
4,34,GIBRALTAR,6,381300000,1
4,34,GIBRALTAR,5,3960000,1
4,34,GIBRALTAR,4,3900000,1
4,34,GEMLIK,11,868590000,2
4,34,FOS SUR MER,5,256860000,1
4,34,CARTAGENA,6,82260000,1
3,34,CARTAGENA,5,82440000,1
3,34,CARTAGENA,4,82620000,1
3,34,CARTAGENA,3,82740000,1
239,33,ISKENDERUN,14,20125000,12
239,33,ISKENDERUN,13,21240000,1
239,33,DAMIETTA,13,95176000,1
238,33,ISKENDERUN,14,21540000,1
238,33,DAMIETTA,13,93826000,14
233,33,ISKENDERUN,13,30660000,6
232,33,ISKENDERUN,13,32382857,14
231,33,ISKENDERUN,13,34697143,14
230,33,ISKENDERUN,13,37075385,13
229,33,ISKENDERUN,18,28260000,1
229,33,ISKENDERUN,13,39090000,10
228,33,ISKENDERUN,18,29127273,11
227,33,ISKENDERUN,18,30900000,9
226,33,ISKENDERUN,19,31980000,1
226,33,ISKENDERUN,18,32632500,8
226,33,ISKENDERUN,17,33060000,1
225,33,ISKENDERUN,18,34500000,5
225,33,ISKENDERUN,17,34320000,5
224,33,ISKENDERUN,18,36072000,5
224,33,ISKENDERUN,17,36240000,4
223,33,ISKENDERUN,18,37500000,7
221,33,ISKENDERUN,12,62400000,1
206,33,PIRAEUS,17,79189091,11
205,33,PIRAEUS,17,77526667,9
204,33,PIRAEUS,17,75474545,11
204,33,PIRAEUS,16,76020000,1
203,33,PIRAEUS,17,73615000,12
203,33,GEMLIK,10,187260000,11
202,33,PIRAEUS,17,71934545,11
202,33,GEMLIK,10,185040000,25
201,33,PIRAEUS,17,70166667,9
201,33,PIRAEUS,16,69540000,3
201,33,GEMLIK,10,182162727,22
200,33,PIRAEUS,17,68220000,15
200,33,GEMLIK,10,179070000,16
199,33,PIRAEUS,17,66420000,15
199,33,ISKENDERUN,13,110865000,8
199,33,HAIFA,10,131575000,12
199,33,GEMLIK,11,175760000,15
199,33,GEMLIK,10,176760000,8
198,33,PIRAEUS,17,64701818,11
198,33,ISKENDERUN,13,112680000,12
198,33,HAIFA,10,133988182,22
198,33,HAIFA,8,178700000,3
198,33,HAIFA,7,177960000,2
198,33,GEMLIK,11,173366250,16
197,33,PIRAEUS,17,62862000,10
197,33,HAIFA,10,136760000,12
197,33,HAIFA,8,184200000,1
197,33,GEMLIK,11,170447368,19
196,33,PIRAEUS,17,61770000,2
196,33,PIRAEUS,16,60810000,10
196,33,ISKENDERUN,8,194630000,6
196,33,ISKENDERUN,7,195915000,4
196,33,HAIFA,8,184880000,3
196,33,GEMLIK,11,167486667,18
195,33,PIRAEUS,16,59505000,8
195,33,ISKENDERUN,8,198716250,16
195,33,ISKENDERUN,7,199470000,18
195,33,GEMLIK,11,165990000,2
186,33,PORT SAID,11,164640000,7
186,33,PORT SAID,10,165712941,17
186,33,PIRAEUS,15,60610000,6
185,33,PORT SAID,11,169560000,3
185,33,PORT SAID,10,168084000,15
185,33,PIRAEUS,15,59511429,7
185,33,PIRAEUS,14,58320000,12
184,33,PIRAEUS,14,57240000,2
184,33,PIRAEUS,13,57480000,2
160,33,AUGUSTA,10,121494000,10
159,33,AUGUSTA,10,118530000,8
158,33,AUGUSTA,10,116930000,6
148,33,ISKENDERUN,12,242880000,1
146,33,VALENCIA,18,193590000,4
145,33,VALENCIA,19,191700000,3
145,33,VALENCIA,18,192600000,7
144,33,VALENCIA,19,190620000,9
143,33,VALENCIA,19,189540000,3
143,33,VALENCIA,18,188730000,6
142,33,VALENCIA,19,186840000,7
142,33,VALENCIA,18,187728000,5
134,33,PORT SAID,18,184200000,1
133,33,PORT SAID,18,186000000,2
132,33,PORT SAID,18,187935000,4
131,33,PORT SAID,18,189426667,9
129,33,CEUTA,11,393300000,1
129,33,ALEXANDRIA,12,553560000,1
127,33,HAIFA,21,190410000,2
126,33,HAIFA,21,191322000,10
125,33,HAIFA,21,192660000,12
124,33,MARSAXLOKK,19,10200000,1
124,33,MARSAXLOKK,18,10080000,1
124,33,HAIFA,21,194106000,10
123,33,MARSAXLOKK,18,9180000,14
123,33,HAIFA,21,195420000,5
123,33,HAIFA,20,196140000,3
122,33,MARSAXLOKK,18,7980000,6
122,33,MARSAXLOKK,17,7020000,10
122,33,HAIFA,20,197250000,10
121,33,MARSAXLOKK,17,5820000,10
121,33,MARSAXLOKK,16,4920000,5
121,33,HAIFA,20,198600000,11
120,33,MARSAXLOKK,16,4440000,3
120,33,GIBRALTAR,13,693792857,14
119,33,VALENCIA,19,141660000,1
119,33,VALENCIA,18,137200000,3
119,33,MARSAXLOKK,17,3990000,2
119,33,MARSAXLOKK,16,3720000,1
119,33,MARSAXLOKK,15,3034286,7
119,33,MARSAXLOKK,14,2441538,13
119,33,MARSAXLOKK,13,2330000,6
119,33,MARSAXLOKK,12,1935000,8
119,33,MARSAXLOKK,11,11650909,11
119,33,MARSAXLOKK,10,7035000,4
119,33,MARSAXLOKK,9,8076000,5
119,33,MARSAXLOKK,8,2820000,1
119,33,GIBRALTAR,13,695220000,4
119,33,GENOVA,16,147450000,2
119,33,CAGLIARI,12,105330000,12
118,33,VALENCIA,19,139180000,9
118,33,VALENCIA,18,136920000,1
118,33,MARSAXLOKK,17,5076923,13
118,33,MARSAXLOKK,16,5500000,3
118,33,MARSAXLOKK,15,4375714,14
118,33,MARSAXLOKK,14,3867692,13
118,33,GENOVA,16,146796000,5
118,33,GENOVA,15,146160000,4
118,33,CAGLIARI,12,103341818,11
117,33,MARSAXLOKK,16,5760000,1
117,33,MARSAXLOKK,15,6240000,1
117,33,MARSAXLOKK,14,36060000,1
117,33,MARSAXLOKK,13,35880000,1
117,33,MARSAXLOKK,11,21060000,2
117,33,MARSAXLOKK,9,29400000,1
117,33,MARSAXLOKK,8,35520000,1
117,33,MARSAXLOKK,7,32250000,2
117,33,MARSAXLOKK,6,17670000,2
117,33,MARSAXLOKK,5,32430000,4
117,33,MARSAXLOKK,4,31335000,4
117,33,MARSAXLOKK,3,27770000,6
117,33,MARSAXLOKK,2,34260000,2
117,33,MARSAXLOKK,1,23086316,57
117,33,MARSAXLOKK,0,20317895,19
112,33,BARCELONA,12,181640000,6
18,33,PIRAEUS,10,399780000,1
18,33,PIRAEUS,9,401520000,1
10,33,GEMLIK,10,851580000,1
9,33,GEMLIK,10,854086667,9
8,33,GEMLIK,10,855495000,4
8,33,GEMLIK,9,856965000,8
238,32,ISKENDERUN,14,22740000,16
238,32,ISKENDERUN,13,23400000,1
238,32,DAMIETTA,13,92116000,6
238,32,DAMIETTA,12,91192000,5
237,32,DAMIETTA,12,90206000,6
229,32,ISKENDERUN,13,40350000,4
228,32,ISKENDERUN,13,42020000,15
227,32,ISKENDERUN,13,44400000,13
226,32,ISKENDERUN,14,47460000,7
226,32,ISKENDERUN,13,46380000,10
225,32,ISKENDERUN,14,48516000,10
225,32,ISKENDERUN,13,49760000,6
224,32,ISKENDERUN,13,50520000,3
222,32,ISKENDERUN,18,39280000,3
221,32,ISKENDERUN,19,41520000,3
220,32,ISKENDERUN,18,42360000,1
201,32,HAIFA,10,124924615,13
200,32,HAIFA,11,128484000,5
200,32,HAIFA,10,127163077,13
199,32,HAIFA,11,129600000,5
199,32,HAIFA,10,130410000,4
198,32,HAIFA,7,176220000,1
188,32,PORT SAID,11,159190909,11
188,32,PORT SAID,10,159690000,4
187,32,PORT SAID,11,161770000,12
187,32,PORT SAID,10,162570000,8
187,32,PIRAEUS,15,63882857,7
186,32,PIRAEUS,15,61792500,8
163,32,AUGUSTA,10,131220000,7
162,32,AUGUSTA,10,128488000,15
161,32,AUGUSTA,10,124950000,10
160,32,AUGUSTA,10,122892000,10
152,32,ISKENDERUN,13,233580000,1
150,32,VALENCIA,19,200280000,8
149,32,VALENCIA,19,198960000,14
148,32,VALENCIA,19,197340000,13
147,32,VALENCIA,19,196320000,4
147,32,VALENCIA,18,195480000,10
146,32,VALENCIA,18,194451429,7
137,32,PORT SAID,18,179508000,5
136,32,PORT SAID,18,180741818,11
135,32,PORT SAID,18,181830000,2
134,32,PORT SAID,18,183960000,1
130,32,HAIFA,21,185490000,6
130,32,ALEXANDRIA,10,288240000,1
129,32,HAIFA,21,186850000,12
128,32,HAIFA,22,188940000,1
128,32,HAIFA,21,188320000,9
127,32,MARSAXLOKK,19,15705000,4
127,32,HAIFA,22,189280000,3
127,32,HAIFA,21,189840000,4
126,32,MARSAXLOKK,19,14280000,10
125,32,MARSAXLOKK,19,12810000,4
125,32,MARSAXLOKK,18,12360000,9
124,32,MARSAXLOKK,19,10968000,10
121,32,GIBRALTAR,13,690485455,11
120,32,GIBRALTAR,13,691833333,9
112,32,BARCELONA,12,184710000,6
19,32,GEMLIK,4,811830000,2
18,32,GEMLIK,4,815940000,1
238,31,ISKENDERUN,14,24860000,3
237,31,ISKENDERUN,14,25944000,10
237,31,DAMIETTA,13,87898857,14
